001-100584;448;445;451;425;426;203;268;343;232;14;128;5;26;126;214;369;94;304
001-100585;14;128;109;127;96;95;134;285;384;489;121;183;177;182;308;310;350;492;445;40;444;23;110;448;30;93;276;216
001-100586;350;90;89;445;41;70;136;180;181;388;385;325;12;11;122;448;351;145
001-100590;445;38;325;406;216
001-100593;14;128;449;231;496;4;84;111;445;40;7
001-100595;14;128;402;445;136;164;216
001-100596;14;128;5;350;193;192;310;445;40;7;444;110;448;220;404;209;30;494;438;481;183;177;216
001-100597;149;148;158;161;201;230;265;326;331;316;216
001-100598;14;128;350;192;193;451;429;216
001-100599;445;41;136;181;406;216
001-100600;451;628;425;429;268;329;333;216;577;283
001-100601;451;628;425;429;268;329;333;216;577;283
001-100602;570;423;445;70;136;180;181;216
001-100603;570;423;445;70;136;180;181;216
001-100604;445;70;136;119;369
001-100605;445;38;40;70;136;164;422;448;45;93;220;221;339;456;216
001-100606;445;41;136;180;181;216
001-100607;350;192;193;451;203;268;107;391;319;425;216
001-100608;343;100;444;110;448;108;228;297;456;481
001-100609;451;429;425;203;319;268;333;329;354
001-100610;451;425;268;333;329
001-100611;451;425;268;333;329
001-100612;149;148;201;265;379;238;354;216
001-100613;14;128;566;150;155;232;431;448;135;220;228;456;459;481;216
001-100614;14;128;566;150;155;232;431;448;135;220;228;456;459;481;216
001-100615;448;30;45;96;95;285;293;430;444;110
001-100616;96;95;444;110;448;45;220;228;351;494
001-100617;96;95;444;110;448;45;220;228;351;494
001-100618;96;95;444;110;448;45;220;228;351;494
001-100619;96;95;444;110;448;45;220;228;351;494
001-100620;14;128;445;136;190;551;216
001-100621;445;41;136;181;180
001-100622;14;128;183;498;343;100;464;451;425;429;216;570
001-100623;451;426;203;319;268;333;329;354;444;110;23
001-100624;350;193;90;192;89;573;446;427
001-100625;14;128;445;11;12;70;85;122;136;164;180;181;325;385;388;440;444;110;448;351;451;203;268;424;429;183;216
001-100626;14;128;445;11;12;70;85;122;136;164;180;181;325;385;388;440;444;110;448;351;451;203;268;424;429;183;216
001-100627;14;128;445;11;12;70;85;122;136;164;180;181;325;385;388;440;444;110;448;351;451;203;268;424;429;183;216
001-100628;149;158;201;316;265;379
001-100629;14;128;149;148;201;265;331;579;316;343;100;216
001-100630;14;128;149;148;201;265;331;579;316;343;100;216
001-100631;26;126;214;121;350;492;444;23;110;448;93;130;220;297;337;339;435;438;276;451
001-100632;448;227;216
001-100633;445;85;136;550;385;296;216
001-100634;350;492;193;192;451;425;183;498;308
001-100635;350;192;193;444;110;449;231;451;216
001-100636;154;152;343;100;369;458;216
001-100637;445;136;180;70
001-100638;445;40;41;98;180;216
001-100639;149;148;156;157;158;201;265;235;316;445;136;119;216
001-100640;14;128;183;498;343;100;444;110;448;209;220;297;481;232;216
001-100641;14;128;127;445;41;136;385;406;216
001-100642;14;128;448;228;497;297;481;288;434;451;424;203;268;319;444;110;349;139;445;350
001-100643;14;128;448;228;497;297;481;288;434;451;424;203;268;319;444;110;349;139;445;350
001-100644;232;431;340;97;445;70;122;136;325;385;440;216
001-100645;445;136;119;70;388;180;181
001-100646;14;128;445;70;181;325;216
001-100647;445;41;136;180;406;216
001-100648;14;128;183;308;498;445;70;136;325;440;369;216
001-100653;350;90;596;193
001-100654;350;90;596;193
001-100655;448;220;474;45;216
001-100656;448;220;474;45;216
001-100657;444;110;451;319;183;14
001-100659;449
001-100660;449
001-100661;216;577;305;574;163;447
001-100662;216;577;305;574;163;447
001-100663;445
001-100664;445
001-100672;445
001-100675;445
001-100676;350
001-100677;350
001-100678;216;577;283;305
001-100679;216;577;283;305
001-100684;448;171
001-100686;448;171
001-100690;350;90;193;183;498
001-100693;444;110;445;40;406;216
001-100694;444;110;445;40;406;216
001-100697;445;99;41;180;385;216;577;283
001-100698;445;136;119;216
001-100699;350;90;193;183;498
001-100700;451;425;429;203;319;268;358;365;376;343;100
001-100701;183;308;498;445;136;406
001-100702;216
001-100703;445;7;136;119;385;296;216
001-100704;445;7;136;119;385;296;216
001-100705;448;228;220;339;456;481;343;100;445;70;41;181;180;136;388;325;406;12;11;85;122;232;431;149;148;201;265;331;340;97;145
001-100706;
001-100707;
001-100709;445;76;136;502;440;216
001-100710;445;76;136;502;440;216
001-100711;343;100;298;183;498;369;311;216
001-100712;343;100;298;183;498;369;311;216
001-100713;183;498;445;136;406;444;110;573;446;428;451;203;268;358;365;376;319;425;216
001-100728;450;240;216
001-100729;445;41;98;70;180;181;183;216
001-100731;570;423;222;445;385;449;77;50;216
001-100732;444;110;448;45;220;228;351;459;481;216
001-100733;444;110;448;45;220;228;351;459;481;216
001-100734;445;385;296;216
001-100743;183;498;445;136;325;406;451;203;268;107;319;424;426;429;216
001-100744;183;498;445;136;325;406;451;203;268;107;319;424;426;429;216
001-100745;448;337;216
001-100746;343;100;258;292;354;445;451;369;216
001-100747;566;155;343;100;445;8;136;180;451;203;268;319;426;483;369;484
001-100748;574;163;39
001-100749;445;11;12;85;385;296;164;224;216
001-100750;445;41;136;385;406;451;203;268;329;333;319;424;216
001-100751;445;41;136;385;406;451;203;268;329;333;319;424;216
001-100752;14;128;369;311;445;41;136;406;216
001-100753;14;128;369;311;445;41;136;406;216
001-100754;14;128;369;311;445;41;136;406;216
001-100755;448;438;337;216
001-100756;149;161;451;429;425;310;449;216
001-100757;445;136;406;216
001-100758;451;425;310
001-100759;145;141;287;310;238;369;304;445;13;41;444;110;23
001-100760;350;90;193;448;93;220;445;41;70;451;425;154;152;14;216;577;283
001-100761;350;90;193;448;93;220;445;41;70;451;425;154;152;14;216;577;283
001-100762;445;41;136;180;181;385;216
001-100763;149;148;445;11;12;136;440;216
001-100784;449;595;4;335;496;216
001-100791;350;444;369
001-100792;350;444;369
001-100795;445
001-100796;445
001-100798;445
001-100800;445
001-100802;444;110;369;94;354;216
001-100809;350
001-100812;350
001-100817;350;448
001-100818;350;448
001-100821;449;350;448;444
001-100823;449;350;448;444
001-100838;216;577;305
001-100845;149;382;444;23;110;451;203;319;424;429;343;216
001-100846;149;148;201;105;265;356;362;316;343;100;369;232
001-100847;149;148;201;105;265;356;362;316;343;100;369;232
001-100848;14;128;445;180;216
001-100849;14;128;445;180;216
001-100852;369;304;445;136;325;406;444;343;216
001-100854;445;406;451;425;216;577;283
001-100856;14;128;26;126;214;145;146;154;152;343;100;369;94;304;445;7;444;110
001-100857;14;128;26;126;214;145;146;154;152;343;100;369;94;304;445;7;444;110
001-100858;445;76;180;181;440;448;45;209;337;444;216
001-100861;445;13;41;136;216
001-100862;445;13;41;136;216
001-100863;445;13;41;136;216
001-100864;445;13;41;136;216
001-100865;448;30;481;343;216
001-100866;448;297;337;435;438;481;343;216
001-100881;14;128;445;40;136;216
001-100882;14;128;445;40;136;216
001-100883;445;40;41;495;216
001-100884;445;40;41;495;216
001-100885;445
001-100886;445
001-100887;445
001-100888;445
001-100889;445
001-100890;445
001-100891;445
001-100892;445
001-100893;445
001-100894;445
001-100895;451
001-100896;451
001-100897;451
001-100898;451
001-100899;445
001-100900;445
001-100901;445
001-100902;445
001-100903;444;110;449;595;231
001-100904;444;110;449;595;231
001-100908;149
001-100909;444;110;369;94;354;216
001-100910;149
001-100913;350
001-100914;350
001-100915;448;404
001-100916;448;404
001-100917;451
001-100918;451
001-100926;343;44;100;298;464;292;183;498;609;241;478;26;126;243;225;451;425;238;216
001-100928;445;13;40;136;119;385;406;216
001-100941;183;177;14;128
001-100944;369;304;321;542;216
001-100950;350
001-100951;350
001-100953;449;595;4;335;496;216
001-100954;149
001-100955;149
001-100956;
001-100957;
001-100958;448;220;404;216
001-100960;445;444
001-100961;445;444
001-100962;350;444
001-100963;350;444
001-100964;350;90;193;448;220;216
001-100966;445
001-100967;445
001-100969;445;76;70;136;440;216
001-100972;444;110;350;90;193;14;128;310;216
001-100976;
001-100977;
001-100978;445
001-100979;445
001-100980;445
001-100981;445
001-100985;445;40;7;216;26;638;636;369;304;311
001-100989;445;40;7;216;26;638;636;369;304;311
001-100990;448
001-100992;216;577;305
001-100993;445
001-100994;445
001-100995;448
001-101006;448
001-101009;448
001-101010;445
001-101011;445
001-101012;
001-101013;
001-101017;149;148;265;579;379;354;216
001-101018;149;148;265;579;379;354;216
001-101019;445
001-101020;445
001-101021;343;44;100;298;464;292;183;498;609;241;478;26;126;243;225;451;425;238;216
001-101022;445;40;7
001-101035;14;128;445;13;406
001-101040;445
001-101041;445
001-101077;350;596;193;492;609;478
001-101078;350;596;193;492;609;478
001-101079;445;40;7;354;216
001-101080;445;40;7;354;216
001-101081;350;90;193;448;220;339;216
001-101082;350;90;193;448;220;339;216
001-101083;445
001-101084;445
001-101085;149;148;265;216
001-101086;149;148;265;216
001-101087;
001-101088;
001-101089;445
001-101090;445
001-101091;445
001-101092;445
001-101093;445
001-101094;445
001-101095;445
001-101096;445
001-101097;445
001-101098;445
001-101099;445
001-101100;445
001-101102;445
001-101103;445
001-101104;445
001-101106;445
001-101108;445
001-101109;445
001-101110;445
001-101112;445
001-101115;445
001-101118;445
001-101119;445
001-101122;445
001-101123;445
001-101124;445
001-101127;448;171
001-101128;350
001-101141;445;444
001-101142;445;444
001-101143;445;13;40;136;119;385;406;216
001-101144;183;177;14;128
001-101145;369;304;321;542;216
001-101146;448;220;404;216
001-101147;350;90;193;448;220;216
001-101148;445;76;70;136;440;216
001-101149;445;40;7
001-101150;444;110;350;90;193;14;128;310;216
001-101151;14;128;445;13;406
001-101152;343;100;464;451;429;310;216
001-101153;343;100;464;451;429;310;216
001-101173;444;110;350;90;193;448;339;227;445;76;406;216
001-101175;350;90;596;193;448;220;404;445;76;406
001-101176;350;90;596;193;448;220;404;445;76;406
001-101177;448;220;18
001-101179;149;148;201;265;579;379;354
001-101181;445;40;406
001-101182;445;40;406
001-101183;350;90;596;193
001-101185;445;40;406
001-101186;445;40;406
001-101187;448;30;445;76;136;11;12;122
001-101189;445;40;136;216
001-101191;445;40;136;15;406
001-101192;445;40;136;15;406
001-101193;445;76;406
001-101194;445;76;406
001-101195;14;128;445;76;113;7;406;216
001-101198;350;596;193
001-101199;350;596;193
001-101200;445;40;406
001-101201;445;40;406
001-101202;14;128;369;62;354
001-101204;445;76;406
001-101205;445;76;406
001-101206;445;76;136;119;216
001-101208;445;40;7;369;304
001-101209;445;40;7;369;304
001-101210;445;40;406
001-101211;445;40;406
001-101212;444;110;14;128;471;451;429;203;268;333;376;354
001-101220;444;110;14;128;471;451;429;203;268;333;376;354
001-101221;444;110;445;40;406;216
001-101222;444;110;445;40;406;216
001-101223;444;110;350;90;193;609;478;216
001-101224;444;110;350;90;193;609;478;216
001-101225;445;444
001-101226;445;444
001-101227;445
001-101228;445
001-101229;445
001-101230;445
001-101231;448;350
001-101232;448;350
001-101233;445
001-101234;445
001-101235;451
001-101236;451
001-101237;445
001-101238;445
001-101239;445
001-101240;445
001-101241;445
001-101242;445
001-101243;445
001-101244;445
001-101245;448;445;444
001-101246;448;445;444
001-101247;445
001-101248;445;40;406
001-101249;445;40;406
001-101250;445
001-101251;
001-101252;445;40;406
001-101253;445;40;406
001-101254;
001-101255;
001-101257;145;151;266;332;363;444;110;343;100;298;238;354;216
001-101259;445;13;406;444
001-101260;445;13;406;444
001-101261;
001-101262;
001-101265;
001-101266;445;40;7;369;304
001-101267;445;40;7;369;304
001-101269;
001-101271;
001-101272;445;40;406
001-101274;445;40;406
001-101276;
001-101277;445;369
001-101278;445;369
001-101279;
001-101280;
001-101281;
001-101282;
001-101283;350;620;618;14;128;471;448;220;339;438;481;445;76;325;216
001-101284;
001-101286;445;40;406;444
001-101287;445;40;406;444
001-101291;444;110;350;90;193;448;339;227;445;76;406;216
001-101292;448;220;18
001-101293;149;148;201;265;579;379;354
001-101294;350;90;596;193
001-101295;448;30;445;76;136;11;12;122
001-101296;445;40;136;216
001-101297;14;128;445;76;113;7;406;216
001-101298;14;128;369;62;354
001-101299;445;76;136;119;216
001-101300;145;151;266;332;363;444;110;343;100;298;238;354;216
001-101301;445;40;406
001-101302;445;40;406
001-101303;350;620;618;14;128;471;448;220;339;438;481;445;76;325;216
001-101310;145;151;202;266;375;354
001-101314;445;76;385;216
001-101316;445;40;406
001-101317;445;40;406
001-101321;445;76;136;440;216
001-101323;350;90;448;93;29;45;570;423;451;424;203;216
001-101325;449;350;448;444
001-101326;449;350;448;444
001-101327;350;90;193;14;128;448;227;404;438;481;445;76;136;86;440;216
001-101329;445
001-101330;445
001-101331;445
001-101332;445
001-101333;445;40;7;216
001-101335;445
001-101336;445
001-101337;350
001-101338;350
001-101339;445
001-101340;445
001-101341;445
001-101342;445
001-101345;448
001-101346;448
001-101347;445
001-101348;445
001-101358;14;128;448;220;227;404;438;216
001-101359;14;128;448;220;227;404;438;216
001-101360;14;128;445;40;136;119;216
001-101361;14;128;445;40;136;119;216
001-101362;343;100;451;425;216
001-101363;343;100;451;425;216
001-101365;343;100;258;451;425;216
001-101390;448
001-101391;448
001-101392;445
001-101393;445
001-101394;
001-101396;
001-101397;
001-101398;
001-101399;
001-101400;
001-101401;
001-101402;
001-101403;
001-101404;
001-101405;
001-101406;
001-101407;
001-101408;
001-101409;
001-101410;
001-101411;
001-101412;
001-101413;
001-101414;
001-101415;
001-101416;
001-101417;
001-101418;
001-101419;
001-101420;
001-101421;
001-101422;
001-101423;
001-101424;
001-101425;
001-101426;
001-101427;
001-101428;
001-101429;
001-101430;
001-101431;448
001-101432;448
001-101433;
001-101434;
001-101436;445
001-101437;445
001-101438;445
001-101439;445
001-101440;448;445
001-101441;448;445
001-101442;448;445
001-101443;448;445
001-101444;445
001-101445;445
001-101446;
001-101447;
001-101448;445
001-101449;445
001-101450;448;445
001-101451;448;445
001-101452;445
001-101453;445
001-101454;445
001-101455;445
001-101456;445
001-101457;445
001-101458;451;425;268;376;354
001-101460;343;100;258;451;425;216
001-101461;350
001-101462;350
001-101463;350;444;451
001-101464;350;444;451
001-101465;350
001-101466;350
001-101467;445;76;180
001-101468;445;76;180
001-101469;445;40;7;216
001-101470;445;40;7;216
001-101471;451;425;203;354
001-101473;451;425;203;354
001-101474;
001-101475;
001-101476;445;70;76;181;444;216
001-101477;445
001-101478;445
001-101479;14;128;448;227;404;435;438;474;216
001-101481;445;40;7;216
001-101482;14;128;448;227;404;435;438;474;216
001-101483;350;90;448;93;29;45;570;423;451;424;203;216
001-101484;445;76;136;440;216
001-101485;445;76;385;216
001-101486;145;151;202;266;375;354
001-101487;14;128;451;425;310
001-101488;14;128;451;425;310
001-101489;445
001-101490;445
001-101491;445;40;136;216
001-101492;445;40;136;216
001-101493;350
001-101494;350
001-101497;14;128;471;448;220;55
001-101498;14;128;471;448;220;55
001-101499;451;425;268;376;354
001-101500;445;76;136;325;440
001-101501;445;76;136;325;440
001-101503;350
001-101504;350
001-101505;350;90;596;193;14;128;216
001-122357;445;40;406
001-122434;445;113;7;444;110;14;236;609;3;241;369;304
001-122447;14;128;471;398;216;574;499;238
001-122448;445;40;7;14
001-122455;445;40;7;369;168
001-122456;350;90;193
001-122457;449;595;231;496;350;90;193;448;228;459;444;110
001-122471;445;40;76;406;444;110;14;623;622;621;216
001-122473;444;110;566;159;270;372;378;354
001-122474;350;90;596;618;193;492;448;93;220;438;451;425;429;319;203;444;23;110;14;128;109;471;216;310
001-122475;451;425;343;44;100;238
001-122476;154;237;269;377;14;354
001-122477;448;93;307;451;429;319;14;216
001-122478;451;424;429;203;268;329;333;319;558;183;498;14;354
001-122479;149;148;158;161;201;316;140;452;216
001-122480;293;210;14;216;573;427;446;310
001-122481;445;76;7;14
001-122482;350;620;448;93;445;76;627;7;136;444;110
001-122483;451;628;425;429;203;319;444;110;183;498;216;238
001-122484;183;498;14;471;149;148;201;316;265;379
001-122485;14;398;149;148;201;265;327;331;389;340;97;354;445;76;136;216
001-122486;145;146;202;266;332;375;390;317;354
001-122487;149;148;265;379;579;238;354;145;266;216
001-122495;448;227;404
001-122496;445;76;136;122
001-122497;343;100;298;292;216;573
001-122498;445;76;136;122
001-122499;451;425;310;238;216
001-122500;350;445;444
001-122502;149;148;201;265;327;356;362;379;14;236;238
001-122687;216;577;283;305
001-122688;216;577;305
001-122689;350;90;596;193;448;228;459
001-122691;445;99;41;180;181;149;148;265;235;579;14;128;354
001-122694;350;89;192;216;354
001-122696;216;283;299;305
001-122697;350;90;193;448;227;404;337;438;474;445;76;136;119;180;11;12;315;86;122;288;536;291;451;425;429;268;329;333;376;232;431;183;177;216;369;304;311;321;354
001-122698;350;90;193;448;227;445;76;406
001-122699;445;76;136
001-122700;445;86
001-122701;445;76;136;86
001-122778;445;76;325;406
001-124808;448;45
001-124809;14;128;445;76;325;448;227;404;451;424;216
001-124810;149;148;265;579;238;354
001-124812;149;148;265;579;379;238;354;216
001-124813;14;128;445;76;136;15;180;181;406;440;444;216
001-124814;350;193;609;59
001-124816;445;406;40;216
001-124817;369;304;445;406;216
001-124818;448;18;220;451;216
001-124819;445;76;180;181;406;448;227;216
001-124820;
001-124826;
001-124827;445
001-124828;445
001-64730;149;148;201;316;265;579;379;216
001-64731;149;148;201;316;265;579;379;216
001-64732;149;148;201;316;265;579;379;216
001-64733;445;406;40;216
001-64734;445;406;40;216
